// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 9 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/" /p:OutDir="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" /p:OutputPath="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" /p:PublishDir="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/publish/" in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1
// command took 1 sec and exited with 0
// start dotnet  build -c Release --no-restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/" /p:OutDir="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" /p:OutputPath="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" /p:PublishDir="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/publish/" --output "/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1
// command took 6.78 sec and exited with 0
// ***** Done, took 00:00:07 (7.85 sec)   *****
// Found 9 benchmarks:
//   ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
//   ParallelResolverBenchmarks.ParallelFor: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
//   ParallelResolverBenchmarks.Plinq: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
//   ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=100000]
//   ParallelResolverBenchmarks.ParallelFor: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=100000]
//   ParallelResolverBenchmarks.Plinq: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=100000]
//   ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=1000000]
//   ParallelResolverBenchmarks.ParallelFor: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=1000000]
//   ParallelResolverBenchmarks.Plinq: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=1000000]

// **************************
// Benchmark: ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
// *** Execute ***
// Launch: 1 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 134 135 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.Sequential(TargetCount: 5000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 0 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 106 107 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.Sequential(TargetCount: 1000000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 6 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

OverheadJitting  1: 1 op, 131958.00 ns, 131.9580 us/op
WorkloadJitting  1: 1 op, 274511041.00 ns, 274.5110 ms/op

WorkloadPilot    1: 2 op, 303311667.00 ns, 151.6558 ms/op
WorkloadPilot    2: 3 op, 456395208.00 ns, 152.1317 ms/op
WorkloadPilot    3: 4 op, 604626708.00 ns, 151.1567 ms/op

WorkloadWarmup   1: 4 op, 597254708.00 ns, 149.3137 ms/op
WorkloadWarmup   2: 4 op, 623419375.00 ns, 155.8548 ms/op
WorkloadWarmup   3: 4 op, 656266208.00 ns, 164.0666 ms/op
WorkloadWarmup   4: 4 op, 593337541.00 ns, 148.3344 ms/op
WorkloadWarmup   5: 4 op, 613952458.00 ns, 153.4881 ms/op

// BeforeActualRun
WorkloadActual   1: 4 op, 585690458.00 ns, 146.4226 ms/op
WorkloadActual   2: 4 op, 615386250.00 ns, 153.8466 ms/op
WorkloadActual   3: 4 op, 595229667.00 ns, 148.8074 ms/op
WorkloadActual   4: 4 op, 586895625.00 ns, 146.7239 ms/op
WorkloadActual   5: 4 op, 587668458.00 ns, 146.9171 ms/op
WorkloadActual   6: 4 op, 632642750.00 ns, 158.1607 ms/op
WorkloadActual   7: 4 op, 619877916.00 ns, 154.9695 ms/op
WorkloadActual   8: 4 op, 587889667.00 ns, 146.9724 ms/op
WorkloadActual   9: 4 op, 574374541.00 ns, 143.5936 ms/op
WorkloadActual  10: 4 op, 571865334.00 ns, 142.9663 ms/op
WorkloadActual  11: 4 op, 573972291.00 ns, 143.4931 ms/op
WorkloadActual  12: 4 op, 569814334.00 ns, 142.4536 ms/op
WorkloadActual  13: 4 op, 559044500.00 ns, 139.7611 ms/op
WorkloadActual  14: 4 op, 579937458.00 ns, 144.9844 ms/op
WorkloadActual  15: 4 op, 629419750.00 ns, 157.3549 ms/op

// AfterActualRun
WorkloadResult   1: 4 op, 585690458.00 ns, 146.4226 ms/op
WorkloadResult   2: 4 op, 615386250.00 ns, 153.8466 ms/op
WorkloadResult   3: 4 op, 595229667.00 ns, 148.8074 ms/op
WorkloadResult   4: 4 op, 586895625.00 ns, 146.7239 ms/op
WorkloadResult   5: 4 op, 587668458.00 ns, 146.9171 ms/op
WorkloadResult   6: 4 op, 632642750.00 ns, 158.1607 ms/op
WorkloadResult   7: 4 op, 619877916.00 ns, 154.9695 ms/op
WorkloadResult   8: 4 op, 587889667.00 ns, 146.9724 ms/op
WorkloadResult   9: 4 op, 574374541.00 ns, 143.5936 ms/op
WorkloadResult  10: 4 op, 571865334.00 ns, 142.9663 ms/op
WorkloadResult  11: 4 op, 573972291.00 ns, 143.4931 ms/op
WorkloadResult  12: 4 op, 569814334.00 ns, 142.4536 ms/op
WorkloadResult  13: 4 op, 559044500.00 ns, 139.7611 ms/op
WorkloadResult  14: 4 op, 579937458.00 ns, 144.9844 ms/op
WorkloadResult  15: 4 op, 629419750.00 ns, 157.3549 ms/op
// GC:  384 0 0 2413547856 4
// Threading:  1 0 4

// AfterAll
// Benchmark Process 88572 has exited with code 0.
// Launch: 2 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 106 107 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.Sequential(TargetCount: 1000000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 6 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

OverheadJitting  1: 1 op, 144500.00 ns, 144.5000 us/op
WorkloadJitting  1: 1 op, 252765917.00 ns, 252.7659 ms/op

WorkloadPilot    1: 2 op, 270480667.00 ns, 135.2403 ms/op
WorkloadPilot    2: 3 op, 400427000.00 ns, 133.4757 ms/op
WorkloadPilot    3: 4 op, 557208958.00 ns, 139.3022 ms/op

WorkloadWarmup   1: 4 op, 556424041.00 ns, 139.1060 ms/op
WorkloadWarmup   2: 4 op, 528241292.00 ns, 132.0603 ms/op
WorkloadWarmup   3: 4 op, 535042084.00 ns, 133.7605 ms/op
WorkloadWarmup   4: 4 op, 525761459.00 ns, 131.4404 ms/op
WorkloadWarmup   5: 4 op, 594029166.00 ns, 148.5073 ms/op

// BeforeActualRun
WorkloadActual   1: 4 op, 540022500.00 ns, 135.0056 ms/op
WorkloadActual   2: 4 op, 538880917.00 ns, 134.7202 ms/op
WorkloadActual   3: 4 op, 527423000.00 ns, 131.8558 ms/op
WorkloadActual   4: 4 op, 555522125.00 ns, 138.8805 ms/op
WorkloadActual   5: 4 op, 537816208.00 ns, 134.4541 ms/op
WorkloadActual   6: 4 op, 531548958.00 ns, 132.8872 ms/op
WorkloadActual   7: 4 op, 552505834.00 ns, 138.1265 ms/op
WorkloadActual   8: 4 op, 548939167.00 ns, 137.2348 ms/op
WorkloadActual   9: 4 op, 534975666.00 ns, 133.7439 ms/op
WorkloadActual  10: 4 op, 533380750.00 ns, 133.3452 ms/op
WorkloadActual  11: 4 op, 531047958.00 ns, 132.7620 ms/op
WorkloadActual  12: 4 op, 513441625.00 ns, 128.3604 ms/op
WorkloadActual  13: 4 op, 506029750.00 ns, 126.5074 ms/op
WorkloadActual  14: 4 op, 527431083.00 ns, 131.8578 ms/op
WorkloadActual  15: 4 op, 523210542.00 ns, 130.8026 ms/op

// AfterActualRun
WorkloadResult   1: 4 op, 540022500.00 ns, 135.0056 ms/op
WorkloadResult   2: 4 op, 538880917.00 ns, 134.7202 ms/op
WorkloadResult   3: 4 op, 527423000.00 ns, 131.8558 ms/op
WorkloadResult   4: 4 op, 555522125.00 ns, 138.8805 ms/op
WorkloadResult   5: 4 op, 537816208.00 ns, 134.4541 ms/op
WorkloadResult   6: 4 op, 531548958.00 ns, 132.8872 ms/op
WorkloadResult   7: 4 op, 552505834.00 ns, 138.1265 ms/op
WorkloadResult   8: 4 op, 548939167.00 ns, 137.2348 ms/op
WorkloadResult   9: 4 op, 534975666.00 ns, 133.7439 ms/op
WorkloadResult  10: 4 op, 533380750.00 ns, 133.3452 ms/op
WorkloadResult  11: 4 op, 531047958.00 ns, 132.7620 ms/op
WorkloadResult  12: 4 op, 513441625.00 ns, 128.3604 ms/op
WorkloadResult  13: 4 op, 506029750.00 ns, 126.5074 ms/op
WorkloadResult  14: 4 op, 527431083.00 ns, 131.8578 ms/op
WorkloadResult  15: 4 op, 523210542.00 ns, 130.8026 ms/op
// GC:  384 0 0 2413550144 4
// Threading:  2 0 4

// AfterAll
// Benchmark Process 88600 has exited with code 0.
// Launch: 3 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 106 107 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.Sequential(TargetCount: 1000000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 6 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

OverheadJitting  1: 1 op, 131167.00 ns, 131.1670 us/op
WorkloadJitting  1: 1 op, 245805917.00 ns, 245.8059 ms/op

WorkloadPilot    1: 2 op, 275493959.00 ns, 137.7470 ms/op
WorkloadPilot    2: 3 op, 415912833.00 ns, 138.6376 ms/op
WorkloadPilot    3: 4 op, 531240417.00 ns, 132.8101 ms/op

WorkloadWarmup   1: 4 op, 535742917.00 ns, 133.9357 ms/op
WorkloadWarmup   2: 4 op, 533697125.00 ns, 133.4243 ms/op
WorkloadWarmup   3: 4 op, 571939166.00 ns, 142.9848 ms/op
WorkloadWarmup   4: 4 op, 542223417.00 ns, 135.5559 ms/op
WorkloadWarmup   5: 4 op, 540513334.00 ns, 135.1283 ms/op

// BeforeActualRun
WorkloadActual   1: 4 op, 590281750.00 ns, 147.5704 ms/op
WorkloadActual   2: 4 op, 599359584.00 ns, 149.8399 ms/op
WorkloadActual   3: 4 op, 560872750.00 ns, 140.2182 ms/op
WorkloadActual   4: 4 op, 536082083.00 ns, 134.0205 ms/op
WorkloadActual   5: 4 op, 539691125.00 ns, 134.9228 ms/op
WorkloadActual   6: 4 op, 550274500.00 ns, 137.5686 ms/op
WorkloadActual   7: 4 op, 524816125.00 ns, 131.2040 ms/op
WorkloadActual   8: 4 op, 531152208.00 ns, 132.7881 ms/op
WorkloadActual   9: 4 op, 519935666.00 ns, 129.9839 ms/op
WorkloadActual  10: 4 op, 510162000.00 ns, 127.5405 ms/op
WorkloadActual  11: 4 op, 529702458.00 ns, 132.4256 ms/op
WorkloadActual  12: 4 op, 512905417.00 ns, 128.2264 ms/op
WorkloadActual  13: 4 op, 511342417.00 ns, 127.8356 ms/op
WorkloadActual  14: 4 op, 518350458.00 ns, 129.5876 ms/op
WorkloadActual  15: 4 op, 512980208.00 ns, 128.2451 ms/op

// AfterActualRun
WorkloadResult   1: 4 op, 560872750.00 ns, 140.2182 ms/op
WorkloadResult   2: 4 op, 536082083.00 ns, 134.0205 ms/op
WorkloadResult   3: 4 op, 539691125.00 ns, 134.9228 ms/op
WorkloadResult   4: 4 op, 550274500.00 ns, 137.5686 ms/op
WorkloadResult   5: 4 op, 524816125.00 ns, 131.2040 ms/op
WorkloadResult   6: 4 op, 531152208.00 ns, 132.7881 ms/op
WorkloadResult   7: 4 op, 519935666.00 ns, 129.9839 ms/op
WorkloadResult   8: 4 op, 510162000.00 ns, 127.5405 ms/op
WorkloadResult   9: 4 op, 529702458.00 ns, 132.4256 ms/op
WorkloadResult  10: 4 op, 512905417.00 ns, 128.2264 ms/op
WorkloadResult  11: 4 op, 511342417.00 ns, 127.8356 ms/op
WorkloadResult  12: 4 op, 518350458.00 ns, 129.5876 ms/op
WorkloadResult  13: 4 op, 512980208.00 ns, 128.2451 ms/op
// GC:  384 0 0 2413547856 4
// Threading:  0 0 4

// AfterAll
// Benchmark Process 88622 has exited with code 0.

Mean = 137.966 ms, StdErr = 1.300 ms (0.94%), N = 43, StdDev = 8.528 ms
Min = 126.507 ms, Q1 = 131.857 ms, Median = 134.923 ms, Q3 = 143.543 ms, Max = 158.161 ms
IQR = 11.687 ms, LowerFence = 114.327 ms, UpperFence = 161.073 ms
ConfidenceInterval = [133.365 ms; 142.567 ms] (CI 99.9%), Margin = 4.601 ms (3.33% of Mean)
Skewness = 0.74, Kurtosis = 2.57, MValue = 2.94

// ** Remained 2 (22.2%) benchmark(s) to run. Estimated finish 2026-07-31 0:38 (0h 2m from now) **
// **************************
// Benchmark: ParallelResolverBenchmarks.ParallelFor: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=1000000]
// *** Execute ***
// Launch: 1 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 106 107 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.ParallelFor(TargetCount: 1000000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 7 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

OverheadJitting  1: 1 op, 124750.00 ns, 124.7500 us/op
WorkloadJitting  1: 1 op, 194196041.00 ns, 194.1960 ms/op

WorkloadPilot    1: 2 op, 211217334.00 ns, 105.6087 ms/op
WorkloadPilot    2: 3 op, 232076500.00 ns, 77.3588 ms/op
WorkloadPilot    3: 4 op, 412731250.00 ns, 103.1828 ms/op
WorkloadPilot    4: 5 op, 503905083.00 ns, 100.7810 ms/op

WorkloadWarmup   1: 5 op, 472922792.00 ns, 94.5846 ms/op
WorkloadWarmup   2: 5 op, 455613292.00 ns, 91.1227 ms/op
WorkloadWarmup   3: 5 op, 450859000.00 ns, 90.1718 ms/op
WorkloadWarmup   4: 5 op, 490476666.00 ns, 98.0953 ms/op
WorkloadWarmup   5: 5 op, 479056125.00 ns, 95.8112 ms/op

// BeforeActualRun
WorkloadActual   1: 5 op, 509525125.00 ns, 101.9050 ms/op
WorkloadActual   2: 5 op, 455147166.00 ns, 91.0294 ms/op
WorkloadActual   3: 5 op, 451165583.00 ns, 90.2331 ms/op
WorkloadActual   4: 5 op, 482681916.00 ns, 96.5364 ms/op
WorkloadActual   5: 5 op, 482033875.00 ns, 96.4068 ms/op
WorkloadActual   6: 5 op, 482033458.00 ns, 96.4067 ms/op
WorkloadActual   7: 5 op, 456028292.00 ns, 91.2057 ms/op
WorkloadActual   8: 5 op, 458710042.00 ns, 91.7420 ms/op
WorkloadActual   9: 5 op, 467333458.00 ns, 93.4667 ms/op
WorkloadActual  10: 5 op, 467841042.00 ns, 93.5682 ms/op
WorkloadActual  11: 5 op, 537095917.00 ns, 107.4192 ms/op
WorkloadActual  12: 5 op, 461426042.00 ns, 92.2852 ms/op
WorkloadActual  13: 5 op, 453705750.00 ns, 90.7412 ms/op
WorkloadActual  14: 5 op, 466803667.00 ns, 93.3607 ms/op
WorkloadActual  15: 5 op, 463479583.00 ns, 92.6959 ms/op

// AfterActualRun
WorkloadResult   1: 5 op, 509525125.00 ns, 101.9050 ms/op
WorkloadResult   2: 5 op, 455147166.00 ns, 91.0294 ms/op
WorkloadResult   3: 5 op, 451165583.00 ns, 90.2331 ms/op
WorkloadResult   4: 5 op, 482681916.00 ns, 96.5364 ms/op
WorkloadResult   5: 5 op, 482033875.00 ns, 96.4068 ms/op
WorkloadResult   6: 5 op, 482033458.00 ns, 96.4067 ms/op
WorkloadResult   7: 5 op, 456028292.00 ns, 91.2057 ms/op
WorkloadResult   8: 5 op, 458710042.00 ns, 91.7420 ms/op
WorkloadResult   9: 5 op, 467333458.00 ns, 93.4667 ms/op
WorkloadResult  10: 5 op, 467841042.00 ns, 93.5682 ms/op
WorkloadResult  11: 5 op, 461426042.00 ns, 92.2852 ms/op
WorkloadResult  12: 5 op, 453705750.00 ns, 90.7412 ms/op
WorkloadResult  13: 5 op, 466803667.00 ns, 93.3607 ms/op
WorkloadResult  14: 5 op, 463479583.00 ns, 92.6959 ms/op
// GC:  497 0 0 3016980680 5
// Threading:  57 0 5

// AfterAll
// Benchmark Process 88638 has exited with code 0.
// Launch: 2 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 106 107 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.ParallelFor(TargetCount: 1000000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 7 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

OverheadJitting  1: 1 op, 131000.00 ns, 131.0000 us/op
WorkloadJitting  1: 1 op, 196302125.00 ns, 196.3021 ms/op

WorkloadPilot    1: 2 op, 228811791.00 ns, 114.4059 ms/op
WorkloadPilot    2: 3 op, 275959583.00 ns, 91.9865 ms/op
WorkloadPilot    3: 4 op, 347788375.00 ns, 86.9471 ms/op
WorkloadPilot    4: 5 op, 427157541.00 ns, 85.4315 ms/op
WorkloadPilot    5: 6 op, 579178792.00 ns, 96.5298 ms/op

WorkloadWarmup   1: 6 op, 577673458.00 ns, 96.2789 ms/op
WorkloadWarmup   2: 6 op, 543947334.00 ns, 90.6579 ms/op
WorkloadWarmup   3: 6 op, 512935542.00 ns, 85.4893 ms/op
WorkloadWarmup   4: 6 op, 566694708.00 ns, 94.4491 ms/op
WorkloadWarmup   5: 6 op, 555453917.00 ns, 92.5757 ms/op

// BeforeActualRun
WorkloadActual   1: 6 op, 568797375.00 ns, 94.7996 ms/op
WorkloadActual   2: 6 op, 520302375.00 ns, 86.7171 ms/op
WorkloadActual   3: 6 op, 548308916.00 ns, 91.3848 ms/op
WorkloadActual   4: 6 op, 547796083.00 ns, 91.2993 ms/op
WorkloadActual   5: 6 op, 537098458.00 ns, 89.5164 ms/op
WorkloadActual   6: 6 op, 522959541.00 ns, 87.1599 ms/op
WorkloadActual   7: 6 op, 560751708.00 ns, 93.4586 ms/op
WorkloadActual   8: 6 op, 555858542.00 ns, 92.6431 ms/op
WorkloadActual   9: 6 op, 562493125.00 ns, 93.7489 ms/op
WorkloadActual  10: 6 op, 530875500.00 ns, 88.4793 ms/op
WorkloadActual  11: 6 op, 532920459.00 ns, 88.8201 ms/op
WorkloadActual  12: 6 op, 542706916.00 ns, 90.4512 ms/op
WorkloadActual  13: 6 op, 525367875.00 ns, 87.5613 ms/op
WorkloadActual  14: 6 op, 505066208.00 ns, 84.1777 ms/op
WorkloadActual  15: 6 op, 536528833.00 ns, 89.4215 ms/op

// AfterActualRun
WorkloadResult   1: 6 op, 568797375.00 ns, 94.7996 ms/op
WorkloadResult   2: 6 op, 520302375.00 ns, 86.7171 ms/op
WorkloadResult   3: 6 op, 548308916.00 ns, 91.3848 ms/op
WorkloadResult   4: 6 op, 547796083.00 ns, 91.2993 ms/op
WorkloadResult   5: 6 op, 537098458.00 ns, 89.5164 ms/op
WorkloadResult   6: 6 op, 522959541.00 ns, 87.1599 ms/op
WorkloadResult   7: 6 op, 560751708.00 ns, 93.4586 ms/op
WorkloadResult   8: 6 op, 555858542.00 ns, 92.6431 ms/op
WorkloadResult   9: 6 op, 562493125.00 ns, 93.7489 ms/op
WorkloadResult  10: 6 op, 530875500.00 ns, 88.4793 ms/op
WorkloadResult  11: 6 op, 532920459.00 ns, 88.8201 ms/op
WorkloadResult  12: 6 op, 542706916.00 ns, 90.4512 ms/op
WorkloadResult  13: 6 op, 525367875.00 ns, 87.5613 ms/op
WorkloadResult  14: 6 op, 505066208.00 ns, 84.1777 ms/op
WorkloadResult  15: 6 op, 536528833.00 ns, 89.4215 ms/op
// GC:  597 0 0 3620465152 6
// Threading:  121 0 6

// AfterAll
// Benchmark Process 88677 has exited with code 0.
// Launch: 3 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 106 107 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.ParallelFor(TargetCount: 1000000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 7 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

OverheadJitting  1: 1 op, 135083.00 ns, 135.0830 us/op
WorkloadJitting  1: 1 op, 191059792.00 ns, 191.0598 ms/op

WorkloadPilot    1: 2 op, 199666458.00 ns, 99.8332 ms/op
WorkloadPilot    2: 3 op, 266792334.00 ns, 88.9308 ms/op
WorkloadPilot    3: 4 op, 354921750.00 ns, 88.7304 ms/op
WorkloadPilot    4: 5 op, 423032167.00 ns, 84.6064 ms/op
WorkloadPilot    5: 6 op, 506095916.00 ns, 84.3493 ms/op

WorkloadWarmup   1: 6 op, 1127888541.00 ns, 187.9814 ms/op
WorkloadWarmup   2: 6 op, 534607208.00 ns, 89.1012 ms/op
WorkloadWarmup   3: 6 op, 525457750.00 ns, 87.5763 ms/op
WorkloadWarmup   4: 6 op, 498863375.00 ns, 83.1439 ms/op
WorkloadWarmup   5: 6 op, 522858708.00 ns, 87.1431 ms/op

// BeforeActualRun
WorkloadActual   1: 6 op, 529331083.00 ns, 88.2218 ms/op
WorkloadActual   2: 6 op, 501741167.00 ns, 83.6235 ms/op
WorkloadActual   3: 6 op, 499240250.00 ns, 83.2067 ms/op
WorkloadActual   4: 6 op, 524401333.00 ns, 87.4002 ms/op
WorkloadActual   5: 6 op, 523782959.00 ns, 87.2972 ms/op
WorkloadActual   6: 6 op, 557707500.00 ns, 92.9513 ms/op
WorkloadActual   7: 6 op, 515918958.00 ns, 85.9865 ms/op
WorkloadActual   8: 6 op, 520393333.00 ns, 86.7322 ms/op
WorkloadActual   9: 6 op, 538554334.00 ns, 89.7591 ms/op
WorkloadActual  10: 6 op, 497446792.00 ns, 82.9078 ms/op
WorkloadActual  11: 6 op, 498278458.00 ns, 83.0464 ms/op
WorkloadActual  12: 6 op, 519781750.00 ns, 86.6303 ms/op
WorkloadActual  13: 6 op, 532253291.00 ns, 88.7089 ms/op
